epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
72,8430.14,1.20182,0.75148,0.0113,0.84902,0.8008,0.85934,0.56422,1.40225,0.86573,0.01744,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,8545.13,1.18601,0.73413,0.0109,0.85819,0.79593,0.86081,0.5667,1.38698,0.86443,0.01713,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,8659.31,1.18119,0.72407,0.01082,0.85151,0.80656,0.86274,0.56847,1.39149,0.84881,0.01721,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,8774.68,1.18007,0.72458,0.01082,0.85562,0.8036,0.86239,0.56891,1.39188,0.85902,0.01721,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,8891.85,1.16002,0.72034,0.01063,0.85215,0.81019,0.8624,0.57043,1.38599,0.86721,0.01719,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,9006.43,1.16095,0.72211,0.0105,0.85765,0.8035,0.86321,0.57034,1.37891,0.86565,0.01694,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,9121.04,1.14856,0.71139,0.01054,0.85118,0.80608,0.8615,0.57221,1.37657,0.85919,0.01694,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,9236.84,1.14516,0.71018,0.0105,0.84634,0.82078,0.86596,0.57817,1.37456,0.84358,0.01698,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,9351.5,1.15671,0.70137,0.01048,0.86267,0.81122,0.86697,0.57992,1.36999,0.84082,0.01694,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,9466.83,1.1474,0.69882,0.01041,0.86324,0.81433,0.86913,0.58181,1.37099,0.82827,0.01702,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,9581.97,1.13526,0.68907,0.01016,0.86235,0.81741,0.87042,0.58582,1.35555,0.82863,0.01676,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,9697.16,1.12494,0.68095,0.01023,0.86607,0.82079,0.87283,0.58563,1.35087,0.82723,0.01665,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,9812.28,1.12485,0.67133,0.01023,0.8638,0.81219,0.86995,0.58959,1.34377,0.82899,0.01644,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,9927.05,1.12307,0.66949,0.01025,0.86533,0.81861,0.87176,0.59173,1.34491,0.829,0.01651,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,10042.4,1.10176,0.65705,0.00999,0.87048,0.81595,0.87244,0.59472,1.34284,0.83148,0.01648,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,10157.7,1.10375,0.65857,0.01004,0.87112,0.81754,0.87351,0.59622,1.33609,0.83889,0.01638,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,10272.4,1.08865,0.65488,0.00989,0.87094,0.81876,0.87452,0.59747,1.33272,0.84039,0.01638,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,10387.9,1.09239,0.65468,0.00983,0.86619,0.82494,0.87276,0.59564,1.3329,0.83546,0.01646,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,10503.7,1.08653,0.64693,0.00991,0.87139,0.81857,0.87423,0.59723,1.33048,0.83838,0.0164,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,10617.4,1.0864,0.63996,0.00987,0.8706,0.81731,0.87092,0.59706,1.32909,0.84026,0.01637,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,10731.7,1.07173,0.625,0.00963,0.86235,0.82049,0.87197,0.59942,1.32747,0.83287,0.0164,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,10847.5,1.07267,0.63309,0.00966,0.8611,0.82063,0.87323,0.60168,1.32153,0.8338,0.01625,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,10961.8,1.06235,0.61353,0.00941,0.87078,0.81819,0.87596,0.60476,1.32476,0.82438,0.0163,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,11076.6,1.05877,0.60766,0.00949,0.86832,0.81995,0.8759,0.60645,1.31725,0.83672,0.01621,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,11191.9,1.05466,0.6168,0.00953,0.87451,0.82202,0.87677,0.60835,1.31558,0.83626,0.01627,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,11307.1,1.049,0.61241,0.00939,0.87376,0.818,0.87553,0.60929,1.31488,0.83911,0.01631,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,11422.5,1.05323,0.61665,0.00957,0.86501,0.82585,0.87578,0.61143,1.31607,0.83861,0.01636,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,11538.3,1.04389,0.60462,0.00932,0.87662,0.81792,0.87609,0.61266,1.31043,0.84427,0.01625,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,11652.8,1.03353,0.60564,0.0093,0.86962,0.82369,0.87564,0.61491,1.31097,0.84618,0.01627,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,11768,1.02951,0.59183,0.00927,0.87638,0.82183,0.87702,0.61756,1.30582,0.8431,0.01612,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,11883.6,1.02635,0.58739,0.00921,0.87623,0.82033,0.87684,0.61826,1.30378,0.83983,0.01609,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,11998.8,1.00971,0.57731,0.009,0.8685,0.82329,0.87423,0.61687,1.30229,0.84213,0.01605,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,12113.7,1.00598,0.56696,0.00896,0.8797,0.81507,0.87573,0.61898,1.29816,0.84292,0.01609,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,12228.6,1.00582,0.5758,0.00894,0.87626,0.81937,0.87695,0.62009,1.29823,0.8438,0.01609,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,12344.1,1.00015,0.57546,0.00905,0.87705,0.81724,0.87705,0.62209,1.29883,0.84012,0.01605,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,12458.8,0.9871,0.56695,0.00883,0.87287,0.82729,0.87937,0.62528,1.29508,0.84229,0.016,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,12574.1,0.98953,0.56384,0.00878,0.87174,0.82763,0.87965,0.62572,1.29352,0.84325,0.016,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,12689.3,0.9803,0.55289,0.00875,0.88433,0.81686,0.8792,0.62691,1.29065,0.83847,0.01599,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,12805.2,0.98396,0.55069,0.00878,0.87841,0.82606,0.87958,0.62891,1.28975,0.83694,0.01597,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,12922.1,0.97172,0.5517,0.00856,0.87375,0.83126,0.88046,0.63126,1.28722,0.83256,0.01594,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,13038.6,0.96454,0.54942,0.00852,0.87417,0.83299,0.88103,0.63112,1.28224,0.83984,0.01585,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,13152.8,0.96653,0.55564,0.00844,0.87622,0.83093,0.88073,0.63092,1.28132,0.83491,0.01587,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,13267.1,0.96726,0.54743,0.00847,0.8758,0.82432,0.87905,0.62962,1.28303,0.83261,0.01593,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,13384.2,0.95233,0.54804,0.00848,0.87711,0.82812,0.87933,0.63122,1.27881,0.83589,0.01586,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,13503.8,0.95035,0.53356,0.00843,0.8785,0.82839,0.87865,0.6317,1.27266,0.84122,0.01579,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,13624.3,0.9518,0.53129,0.00831,0.87141,0.83182,0.87816,0.63218,1.27183,0.84761,0.01576,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,13744,0.95011,0.53425,0.00825,0.87553,0.8263,0.87767,0.63174,1.27171,0.84634,0.01575,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,13863.4,0.93857,0.52996,0.00835,0.87082,0.82971,0.87917,0.63314,1.2677,0.85183,0.01568,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,13981.5,0.93497,0.5224,0.00818,0.87729,0.82649,0.87886,0.63387,1.26622,0.85456,0.01562,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,14096.8,0.92601,0.51848,0.008,0.8803,0.8262,0.87961,0.63553,1.26466,0.84972,0.01566,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,14211.7,0.9184,0.51784,0.00804,0.88292,0.82446,0.87875,0.63615,1.26344,0.84868,0.01562,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,14327.3,0.91688,0.50798,0.00788,0.88004,0.82714,0.88004,0.63723,1.25678,0.85164,0.01555,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
