epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
63,21255.9,1.21773,0.87131,0.01272,0.808,0.77169,0.83334,0.49683,1.49961,0.95127,0.02191,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,21585.6,1.20245,0.87484,0.01268,0.81408,0.77435,0.83445,0.50377,1.49376,0.94788,0.02145,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,21916.1,1.19605,0.84923,0.01257,0.82611,0.76957,0.8378,0.50781,1.48379,0.94165,0.02147,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,22247.8,1.18905,0.83994,0.01268,0.82654,0.78034,0.83904,0.50931,1.49303,0.92401,0.02171,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,22579.8,1.18139,0.82642,0.01242,0.81677,0.79076,0.84505,0.51295,1.48379,0.92832,0.02154,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,22911.4,1.16591,0.82622,0.01244,0.83087,0.78928,0.84642,0.519,1.47704,0.90795,0.02131,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,23241.3,1.16628,0.78686,0.0123,0.83013,0.7792,0.84462,0.52075,1.4695,0.91652,0.02117,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,23571.9,1.15225,0.79913,0.01209,0.83252,0.78641,0.84773,0.52266,1.46804,0.91989,0.02123,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,23903.3,1.14621,0.78547,0.01191,0.8234,0.79134,0.84785,0.52557,1.46154,0.92047,0.02109,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,24234.3,1.14422,0.79699,0.01223,0.84933,0.77357,0.84884,0.52673,1.45715,0.91436,0.021,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,24565.2,1.12509,0.76399,0.01173,0.84227,0.78907,0.85203,0.53029,1.45922,0.91389,0.02106,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,24895.6,1.11067,0.75477,0.0114,0.83755,0.79062,0.85072,0.52984,1.44921,0.92558,0.0207,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,25224.7,1.10058,0.74335,0.01165,0.84036,0.79369,0.85072,0.53188,1.44134,0.92539,0.02064,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,25556.3,1.09848,0.73594,0.01168,0.85267,0.78327,0.85244,0.53498,1.43726,0.92318,0.0206,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,25886.5,1.09168,0.72731,0.0112,0.83681,0.79947,0.85457,0.53804,1.44256,0.90756,0.02076,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,26218.4,1.07882,0.72093,0.01132,0.83068,0.80811,0.85589,0.53863,1.43471,0.91473,0.02063,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,26550.5,1.07235,0.72173,0.01142,0.83911,0.80513,0.85496,0.54022,1.44261,0.90677,0.02096,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,26881.2,1.06479,0.69697,0.01105,0.83363,0.80898,0.85736,0.54455,1.425,0.90549,0.02061,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,27212.1,1.04815,0.68046,0.01094,0.84914,0.79978,0.859,0.54825,1.42107,0.90509,0.02052,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,27542,1.0505,0.67074,0.01097,0.85583,0.80267,0.86091,0.55129,1.41948,0.89399,0.02041,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,27872.6,1.03636,0.6776,0.01085,0.85865,0.80319,0.86219,0.55171,1.41868,0.89588,0.02044,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,28203.7,1.02705,0.67148,0.01075,0.85806,0.80181,0.86132,0.55289,1.41248,0.90844,0.02034,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,28534.8,1.01901,0.65809,0.01086,0.85081,0.81042,0.86403,0.55413,1.41347,0.89777,0.02046,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,28866.7,1.01395,0.65682,0.01058,0.85495,0.80487,0.86421,0.55713,1.40625,0.89401,0.02025,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,29197.6,1.00628,0.64311,0.01058,0.8578,0.80712,0.86563,0.56093,1.4004,0.8863,0.02016,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,29528.6,0.99407,0.63328,0.01033,0.86445,0.80171,0.86546,0.5628,1.39984,0.89049,0.02013,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,29859.2,0.99365,0.64196,0.01046,0.85832,0.80401,0.86348,0.56212,1.39575,0.90348,0.02007,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,30189.3,0.98541,0.6358,0.0104,0.85134,0.80897,0.86342,0.56254,1.39676,0.89519,0.0201,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,30542.1,0.94064,0.42302,0.01152,0.86506,0.80789,0.86491,0.56493,1.39028,0.89246,0.02003,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,30872.2,0.92386,0.39919,0.01124,0.85533,0.81694,0.86636,0.56826,1.38908,0.89075,0.02003,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,31201.6,0.90387,0.3894,0.01084,0.86755,0.80245,0.86692,0.57117,1.38738,0.89958,0.02,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,31530.6,0.89276,0.3786,0.01069,0.87408,0.8061,0.86771,0.5735,1.38044,0.89914,0.01984,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,31861.5,0.885,0.36972,0.01052,0.87169,0.811,0.8676,0.57525,1.37674,0.89794,0.0198,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,32190.9,0.87526,0.37116,0.01045,0.8734,0.80805,0.86817,0.57646,1.37325,0.90061,0.01972,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,32521.3,0.86295,0.35682,0.01021,0.87394,0.80713,0.86968,0.57778,1.37651,0.89212,0.01982,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,32851.8,0.84651,0.34999,0.01,0.86998,0.80917,0.87038,0.57885,1.37656,0.88917,0.0198,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,33181.4,0.84057,0.3451,0.0099,0.87068,0.81026,0.87091,0.57975,1.37373,0.89078,0.01973,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,33511.6,0.83703,0.34299,0.00989,0.86587,0.81818,0.87137,0.58028,1.37221,0.89081,0.01969,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
