epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
93,8553.47,1.07184,0.64039,0.00969,0.87075,0.80819,0.86525,0.59263,1.34461,0.86415,0.01662,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,8643.32,1.06886,0.62923,0.0097,0.86455,0.81432,0.86924,0.59672,1.3347,0.85585,0.01638,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,8733.19,1.05456,0.62581,0.00955,0.86059,0.81502,0.86813,0.5962,1.33269,0.8557,0.01633,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,8822.09,1.05456,0.61273,0.00946,0.86704,0.81175,0.86815,0.59759,1.32345,0.86152,0.01622,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,8912.12,1.05994,0.62458,0.0094,0.85806,0.81843,0.86687,0.59718,1.32613,0.86978,0.01631,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,9004.27,1.05479,0.62219,0.00952,0.86669,0.81155,0.86707,0.59715,1.32975,0.86709,0.01644,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,9096.79,1.0456,0.61779,0.00938,0.85311,0.8184,0.86327,0.59522,1.33137,0.85935,0.01652,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,9188.63,1.03779,0.61655,0.00957,0.86061,0.81387,0.86475,0.59825,1.32279,0.86906,0.0164,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,9281.19,1.03323,0.59875,0.00942,0.86688,0.81369,0.86914,0.60173,1.3206,0.87833,0.01639,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,9376.81,1.03306,0.60012,0.00927,0.88166,0.8094,0.86797,0.60402,1.31537,0.86576,0.01624,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,9472.77,1.02729,0.58146,0.00903,0.86918,0.81778,0.86958,0.60476,1.3181,0.8594,0.01627,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,9569.19,1.01576,0.58268,0.00898,0.87506,0.81984,0.87245,0.60964,1.31413,0.84754,0.01619,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,9665.84,1.00667,0.5785,0.00901,0.87099,0.81766,0.87013,0.61153,1.31564,0.85776,0.01625,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,9762.06,1.00634,0.57621,0.00901,0.87037,0.81921,0.87272,0.61487,1.30844,0.85023,0.01612,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,9858.39,1.00759,0.58034,0.00905,0.87052,0.82436,0.8746,0.61742,1.30129,0.84917,0.01599,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,9951.06,1.00328,0.56192,0.00879,0.87217,0.82328,0.8731,0.61738,1.29793,0.8506,0.01596,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,10042,0.99006,0.56064,0.0089,0.87323,0.82146,0.87308,0.61847,1.29843,0.84886,0.01603,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,10134.2,0.98117,0.56233,0.00871,0.873,0.82376,0.87324,0.61953,1.2999,0.83768,0.01603,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,10226.8,0.9844,0.55906,0.00868,0.87576,0.81956,0.876,0.62153,1.29771,0.8396,0.01607,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,10319.4,0.9759,0.55401,0.00862,0.87651,0.82132,0.87583,0.6212,1.29748,0.8533,0.01606,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,10410,0.9686,0.54919,0.00857,0.87582,0.82134,0.87633,0.62286,1.29817,0.84322,0.01608,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,10501.3,0.96252,0.54334,0.00838,0.87303,0.8236,0.87735,0.62273,1.2992,0.84332,0.01613,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,10591.7,0.96333,0.53701,0.00851,0.87534,0.82337,0.87608,0.62468,1.29592,0.85485,0.01605,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,10683.2,0.95229,0.52822,0.00842,0.88047,0.82348,0.87431,0.62482,1.29398,0.85305,0.01606,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,10774.6,0.95591,0.52807,0.00843,0.88386,0.81697,0.87584,0.62743,1.29424,0.84816,0.01613,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
