epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,9124.82,0.67751,0.43257,1.00563,0.88072,0.82829,0.87971,0.64508,1.15974,0.70507,1.47032,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,9192.22,0.67935,0.43562,1.00616,0.87974,0.82949,0.87935,0.64558,1.1575,0.70575,1.46885,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,9259.78,0.66446,0.43045,1.00094,0.88046,0.83156,0.87872,0.64739,1.1551,0.70701,1.46874,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,9327.01,0.66876,0.42755,0.99702,0.88187,0.82928,0.87945,0.64726,1.15554,0.70681,1.47054,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,9393.34,0.66817,0.42659,1.00084,0.88505,0.82987,0.87947,0.64774,1.15623,0.70571,1.47266,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,9461.18,0.65838,0.42224,0.99398,0.88389,0.82927,0.87877,0.64779,1.15355,0.70927,1.4719,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,9528.12,0.66084,0.42314,0.9973,0.87751,0.8326,0.87936,0.64911,1.15078,0.71006,1.4718,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,9595.62,0.64655,0.41669,0.99421,0.87998,0.82956,0.87923,0.65039,1.14835,0.70739,1.47214,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,9662.69,0.64981,0.41758,0.99662,0.87561,0.8298,0.87939,0.64973,1.14944,0.70834,1.4748,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,9729.18,0.64569,0.41657,0.99058,0.87522,0.83172,0.87867,0.65053,1.14522,0.70353,1.47262,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,9796.97,0.64883,0.41586,0.98958,0.8789,0.8292,0.8786,0.65106,1.14381,0.70586,1.47429,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,9863.95,0.64277,0.41014,0.99036,0.88145,0.82898,0.87933,0.65145,1.14438,0.70812,1.47772,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,9931.84,0.64143,0.41228,0.98912,0.88093,0.82905,0.88056,0.65206,1.14168,0.70567,1.47626,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,9999.51,0.64357,0.4099,0.99193,0.88474,0.82667,0.88053,0.65296,1.14151,0.70494,1.47805,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,10067.3,0.63731,0.40541,0.98666,0.88485,0.82585,0.87974,0.65225,1.13972,0.70591,1.47792,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,10133.8,0.63217,0.40257,0.98209,0.88393,0.82774,0.87969,0.65425,1.13751,0.70569,1.47633,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,10201.7,0.62455,0.40347,0.98285,0.88391,0.82731,0.87982,0.65402,1.13671,0.70702,1.47609,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,10268.3,0.62277,0.39816,0.98118,0.8815,0.82786,0.87956,0.655,1.13476,0.70476,1.47557,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,10335.8,0.62317,0.39586,0.97904,0.88368,0.82693,0.88026,0.65604,1.13538,0.70347,1.47623,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,10403,0.61592,0.39419,0.97412,0.88488,0.82803,0.88087,0.65726,1.13321,0.70433,1.47481,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,10470.7,0.612,0.38547,0.97325,0.88169,0.82894,0.88029,0.65728,1.1319,0.70564,1.47381,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,10538.2,0.61626,0.3899,0.9772,0.8869,0.82498,0.87997,0.65766,1.13142,0.70457,1.47402,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,10605.4,0.60454,0.38364,0.96729,0.88875,0.8239,0.88106,0.65822,1.13001,0.70357,1.47407,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,10673.4,0.60862,0.39052,0.97168,0.88879,0.82653,0.88176,0.6595,1.13217,0.701,1.47814,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,10740.6,0.60517,0.38572,0.96999,0.88918,0.82715,0.8816,0.66009,1.13116,0.70084,1.4785,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,10808.2,0.60148,0.38218,0.96846,0.88899,0.82711,0.88186,0.66019,1.13111,0.70111,1.47969,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,10875.6,0.60139,0.38384,0.97005,0.88643,0.82981,0.88191,0.661,1.12883,0.69918,1.47968,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,10942.6,0.58848,0.37505,0.96583,0.88335,0.83347,0.88166,0.66184,1.12658,0.69922,1.47898,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,11009.8,0.59583,0.37668,0.9636,0.88932,0.82772,0.88145,0.66218,1.12497,0.69915,1.47926,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,11077.5,0.58911,0.3734,0.96219,0.88972,0.82686,0.88157,0.6632,1.12423,0.70084,1.47953,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,11145.1,0.58771,0.37491,0.96214,0.88883,0.82677,0.88159,0.6634,1.12342,0.70097,1.47968,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,11212.6,0.58536,0.3742,0.96447,0.89109,0.8237,0.88041,0.66405,1.12332,0.70044,1.48027,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,11280.1,0.58119,0.36923,0.96411,0.89301,0.82295,0.88014,0.66431,1.12247,0.69848,1.48101,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,11347.1,0.57572,0.3651,0.95991,0.88939,0.82777,0.88086,0.6647,1.1202,0.69864,1.47966,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,11414.7,0.56945,0.36341,0.95493,0.88822,0.82815,0.8811,0.66489,1.11978,0.69887,1.48052,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,11481.8,0.56927,0.36183,0.95572,0.88531,0.82999,0.88117,0.66594,1.11933,0.69768,1.48127,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,11549.3,0.56678,0.36144,0.95592,0.88591,0.8305,0.8813,0.66681,1.11896,0.69692,1.48232,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,11616.4,0.56353,0.36015,0.95514,0.88217,0.83161,0.88169,0.66794,1.11839,0.69684,1.48348,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,11685.8,0.55951,0.356,0.95365,0.88473,0.83046,0.8823,0.66853,1.1176,0.69511,1.48407,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,11752.7,0.55808,0.35341,0.95125,0.8807,0.83232,0.88237,0.66907,1.11712,0.69501,1.48436,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,11820.4,0.55631,0.35341,0.94845,0.88734,0.82593,0.88242,0.66978,1.1165,0.69537,1.48508,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,11888.1,0.552,0.34873,0.95117,0.88769,0.82487,0.88235,0.67006,1.11639,0.69533,1.48672,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,11957.4,0.54653,0.34753,0.94731,0.88696,0.82621,0.88228,0.67044,1.11473,0.69588,1.48654,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,12024.3,0.54464,0.34605,0.94725,0.88654,0.82838,0.88261,0.67081,1.11372,0.6949,1.48681,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,12092.1,0.54918,0.34941,0.95076,0.89814,0.8185,0.88242,0.67094,1.11397,0.69513,1.48852,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,12159.8,0.53991,0.34532,0.94263,0.89683,0.82007,0.8823,0.67116,1.11417,0.69484,1.48944,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,12227.3,0.53473,0.341,0.94531,0.89712,0.82072,0.88263,0.67122,1.11436,0.69475,1.49049,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,12295.1,0.53909,0.344,0.94313,0.89522,0.82103,0.88255,0.67149,1.11383,0.69517,1.49092,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,12362.3,0.53214,0.34125,0.94037,0.89464,0.82092,0.88178,0.67167,1.11398,0.6956,1.49179,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,12429.7,0.52777,0.33715,0.93759,0.89647,0.8217,0.88237,0.67199,1.11396,0.69574,1.49265,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,12496.4,0.52997,0.33548,0.93844,0.89634,0.82162,0.88214,0.67196,1.11252,0.69553,1.49211,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,12561.9,0.52223,0.33243,0.9384,0.89664,0.82338,0.88215,0.67185,1.11206,0.69542,1.4924,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,12628.6,0.52124,0.33206,0.93626,0.89753,0.82199,0.88192,0.67169,1.11042,0.69625,1.49192,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,12694.9,0.51991,0.32922,0.93408,0.89811,0.82144,0.88203,0.67154,1.11001,0.69643,1.49236,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,12761.1,0.52142,0.33094,0.93928,0.89665,0.81984,0.88122,0.67147,1.10958,0.6964,1.49288,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,12827.5,0.51944,0.33047,0.93679,0.89604,0.81904,0.88158,0.67203,1.10921,0.69643,1.49362,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,12894.8,0.51008,0.32385,0.93167,0.89582,0.81971,0.88144,0.67247,1.10918,0.69625,1.49469,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,12961.9,0.51348,0.32927,0.93347,0.89215,0.82311,0.88143,0.67265,1.1094,0.69678,1.4955,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,13050.4,0.46899,0.25333,0.88086,0.89294,0.82259,0.88175,0.6729,1.10828,0.69647,1.49555,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,13117.7,0.44552,0.23906,0.87526,0.89363,0.82234,0.8821,0.67327,1.10826,0.69626,1.49696,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,13185.1,0.44189,0.23828,0.87259,0.89181,0.82291,0.88212,0.6736,1.10709,0.69573,1.49633,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,13251.7,0.4288,0.23246,0.86839,0.8915,0.82343,0.88253,0.67399,1.10677,0.69589,1.49713,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,13318.7,0.43132,0.23327,0.8719,0.89205,0.82206,0.88249,0.67393,1.10687,0.69684,1.49898,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,13385.6,0.42732,0.23197,0.86491,0.89206,0.82206,0.88252,0.67419,1.10601,0.69705,1.49878,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,13452.8,0.42557,0.22893,0.86815,0.89298,0.82113,0.8822,0.6741,1.10589,0.69739,1.50013,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,13519.3,0.41706,0.22639,0.86382,0.89364,0.82066,0.88206,0.67463,1.10591,0.69731,1.50152,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,13586.8,0.4176,0.22571,0.86418,0.89324,0.82039,0.88194,0.67452,1.10564,0.69756,1.50212,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,13653.2,0.41167,0.22422,0.86214,0.89287,0.82181,0.88208,0.67462,1.10611,0.69874,1.5044,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
